row_id,condition,cond_row_id,matrix,base_idx,param_j,eta,f_cl_i,f_cl_v,E_m_i,E_m_v,E_m_h,L_hat,i_mobile,v_mobile,gamma_s,E_b_v2,lambda,B_111,E_b_i2,E_b_hV_1,Z_i,Z_i_loop,loop_net_K_rec,loop_net_w_c,E_a0_conv,dH2_conv,phi_max_junc,loop_net_chi,dH2_abs_conv
12,N2,12,AB,0,10,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.25382247979694933,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,2.205422230791195e-05,99.315592661185903,1.5753681697612401,0.41659401403450674,0.79669172586873171,1.1725685498182401,0.44528330806642769
13,N2,13,AB,0,11,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.64225288622842547,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,2.205422230791195e-05,99.315592661185903,1.5753681697612401,0.41659401403450674,0.79669172586873171,1.1725685498182401,0.44528330806642769
14,N2,14,AB,0,12,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.35310280115876336,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,2.205422230791195e-05,99.315592661185903,1.5753681697612401,0.41659401403450674,0.79669172586873171,1.1725685498182401,0.44528330806642769
15,N2,15,AB,0,13,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.6906345781948533,2.0400484081079724,1.077523641679436,1.1348809508606792,2.205422230791195e-05,99.315592661185903,1.5753681697612401,0.41659401403450674,0.79669172586873171,1.1725685498182401,0.44528330806642769
16,N2,16,AB,0,14,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.5724722683686672,1.077523641679436,1.1348809508606792,2.205422230791195e-05,99.315592661185903,1.5753681697612401,0.41659401403450674,0.79669172586873171,1.1725685498182401,0.44528330806642769
17,N2,17,AB,0,15,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.0670478071738034,1.1348809508606792,2.205422230791195e-05,99.315592661185903,1.5753681697612401,0.41659401403450674,0.79669172586873171,1.1725685498182401,0.44528330806642769
18,N2,18,AB,0,16,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.091741322958842,2.205422230791195e-05,99.315592661185903,1.5753681697612401,0.41659401403450674,0.79669172586873171,1.1725685498182401,0.44528330806642769
19,N2,19,AB,0,17,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,1.3148680251310148e-05,99.315592661185903,1.5753681697612401,0.41659401403450674,0.79669172586873171,1.1725685498182401,0.44528330806642769
20,N2,20,AB,0,18,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,2.205422230791195e-05,13.758470459285473,1.5753681697612401,0.41659401403450674,0.79669172586873171,1.1725685498182401,0.44528330806642769
21,N2,21,AB,0,19,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,2.205422230791195e-05,99.315592661185903,1.6438459360389148,0.41659401403450674,0.79669172586873171,1.1725685498182401,0.44528330806642769
22,N2,22,AB,0,20,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,2.205422230791195e-05,99.315592661185903,1.5753681697612401,0.41108102232479604,0.79669172586873171,1.1725685498182401,0.44528330806642769
23,N2,23,AB,0,21,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,2.205422230791195e-05,99.315592661185903,1.5753681697612401,0.41659401403450674,0.65110454615205526,1.1725685498182401,0.44528330806642769
24,N2,24,AB,0,22,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,2.205422230791195e-05,99.315592661185903,1.5753681697612401,0.41659401403450674,0.79669172586873171,3.5068380169576772,0.44528330806642769
25,N2,25,AB,0,23,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,2.205422230791195e-05,99.315592661185903,1.5753681697612401,0.41659401403450674,0.79669172586873171,1.1725685498182401,0.20307322577573358
26,N2,26,A,1,-1,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
27,N2,27,B,1,-1,0.32314176989553106,0.15988144353032113,0.52281395932659502,0.44795624870941125,0.66268014452525481,0.070688118300154049,45.76981150165274,78,2,1.8421723377558501,0.20684899214636984,0.43763136203716801,0.51425621756812023,1.1508416158735153,2.189101675505547,1.0895621540676803,1.259438695339486,0.00029202341267069371,82.851839881876529,1.576277771794163,0.39765453713951421,0.336706036888063,12.018313025112684,0.4057894438039511
28,N2,28,AB,1,0,0.32314176989553106,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
29,N2,29,AB,1,1,0.28552508277396521,0.15988144353032113,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
30,N2,30,AB,1,2,0.28552508277396521,0.10516129098832608,0.52281395932659502,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
31,N2,31,AB,1,3,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.44795624870941125,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
32,N2,32,AB,1,4,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.66268014452525481,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
33,N2,33,AB,1,5,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.070688118300154049,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
34,N2,34,AB,1,6,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,45.76981150165274,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
35,N2,35,AB,1,7,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,78,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
36,N2,36,AB,1,8,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,2,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
37,N2,37,AB,1,9,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,1.8421723377558501,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
38,N2,38,AB,1,10,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.20684899214636984,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
39,N2,39,AB,1,11,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.43763136203716801,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
40,N2,40,AB,1,12,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.51425621756812023,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
41,N2,41,AB,1,13,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.1508416158735153,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
42,N2,42,AB,1,14,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.189101675505547,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
43,N2,43,AB,1,15,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.0895621540676803,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
44,N2,44,AB,1,16,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.259438695339486,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
45,N2,45,AB,1,17,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00029202341267069371,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
46,N2,46,AB,1,18,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,82.851839881876529,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
47,N2,47,AB,1,19,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.576277771794163,0.35489925943197498,0.3868208182044327,24.513319210693645,0.25978314564563332
48,N2,48,AB,1,20,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.39765453713951421,0.3868208182044327,24.513319210693645,0.25978314564563332
49,N2,49,AB,1,21,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.336706036888063,24.513319210693645,0.25978314564563332
50,N2,50,AB,1,22,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,12.018313025112684,0.25978314564563332
51,N2,51,AB,1,23,0.28552508277396521,0.10516129098832608,0.43869366431608792,0.40986504604784735,0.65371584724482446,0.065748221751349409,237.21621449057395,89,1,2.12801964320749,0.19878816640307267,0.4268297110770532,0.39717844086552789,1.0937519393418142,2.559090341221522,1.1250219638179988,1.249291235068813,0.00040396415776583732,7.9218826130988003,1.7834490285291329,0.35489925943197498,0.3868208182044327,24.513319210693645,0.4057894438039511
52,N2,52,A,2,-1,0.2360184642396469,0.23785111159086231,0.53967825537547465,0.31505967468224344,0.56535300777874942,0.069242156805330288,54.117989857969022,58,2,2.0921793427103048,0.1461321592106673,0.56412994423814389,0.48958502955271355,0.80530315094476901,2.3522299053341409,1.0523111624084414,1.2158626736607403,2.670673609681823e-06,1.5133528585250693,1.542485230755654,0.43288432747638733,0.13093089573085309,3.1330990336898314,0.39485135055147108
53,N2,53,B,2,-1,0.29406477637319844,0.22515957690775396,0.42760643530637021,0.53452406790465612,0.79447001301421671,0.067874046291012818,1115.4774775354538,19,3,1.910599238379814,0.12409849138529322,0.53724060167548748,0.37058974852048587,0.8194259494952254,2.4717150575324194,1.0381012276560069,1.1415294496808202,0.0091203596137587242,1.9853805902358277,1.7365324433231417,0.37847879301205506,0.80618344079703097,1.3881773427789523,0.30388415553607045
54,N2,54,AB,2,0,0.29406477637319844,0.23785111159086231,0.53967825537547465,0.31505967468224344,0.56535300777874942,0.069242156805330288,54.117989857969022,58,2,2.0921793427103048,0.1461321592106673,0.56412994423814389,0.48958502955271355,0.80530315094476901,2.3522299053341409,1.0523111624084414,1.2158626736607403,2.670673609681823e-06,1.5133528585250693,1.542485230755654,0.43288432747638733,0.13093089573085309,3.1330990336898314,0.39485135055147108
55,N2,55,AB,2,1,0.2360184642396469,0.22515957690775396,0.53967825537547465,0.31505967468224344,0.56535300777874942,0.069242156805330288,54.117989857969022,58,2,2.0921793427103048,0.1461321592106673,0.56412994423814389,0.48958502955271355,0.80530315094476901,2.3522299053341409,1.0523111624084414,1.2158626736607403,2.670673609681823e-06,1.5133528585250693,1.542485230755654,0.43288432747638733,0.13093089573085309,3.1330990336898314,0.39485135055147108
56,N2,56,AB,2,2,0.2360184642396469,0.23785111159086231,0.42760643530637021,0.31505967468224344,0.56535300777874942,0.069242156805330288,54.117989857969022,58,2,2.0921793427103048,0.1461321592106673,0.56412994423814389,0.48958502955271355,0.80530315094476901,2.3522299053341409,1.0523111624084414,1.2158626736607403,2.670673609681823e-06,1.5133528585250693,1.542485230755654,0.43288432747638733,0.13093089573085309,3.1330990336898314,0.39485135055147108
57,N2,57,AB,2,3,0.2360184642396469,0.23785111159086231,0.53967825537547465,0.53452406790465612,0.56535300777874942,0.069242156805330288,54.117989857969022,58,2,2.0921793427103048,0.1461321592106673,0.56412994423814389,0.48958502955271355,0.80530315094476901,2.3522299053341409,1.0523111624084414,1.2158626736607403,2.670673609681823e-06,1.5133528585250693,1.542485230755654,0.43288432747638733,0.13093089573085309,3.1330990336898314,0.39485135055147108
58,N2,58,AB,2,4,0.2360184642396469,0.23785111159086231,0.53967825537547465,0.31505967468224344,0.79447001301421671,0.069242156805330288,54.117989857969022,58,2,2.0921793427103048,0.1461321592106673,0.56412994423814389,0.48958502955271355,0.80530315094476901,2.3522299053341409,1.0523111624084414,1.2158626736607403,2.670673609681823e-06,1.5133528585250693,1.542485230755654,0.43288432747638733,0.13093089573085309,3.1330990336898314,0.39485135055147108
59,N2,59,AB,2,5,0.2360184642396469,0.23785111159086231,0.53967825537547465,0.31505967468224344,0.56535300777874942,0.067874046291012818,54.117989857969022,58,2,2.0921793427103048,0.1461321592106673,0.56412994423814389,0.48958502955271355,0.80530315094476901,2.3522299053341409,1.0523111624084414,1.2158626736607403,2.670673609681823e-06,1.5133528585250693,1.542485230755654,0.43288432747638733,0.13093089573085309,3.1330990336898314,0.39485135055147108
60,N2,60,AB,2,6,0.2360184642396469,0.23785111159086231,0.53967825537547465,0.31505967468224344,0.56535300777874942,0.069242156805330288,1115.4774775354538,58,2,2.0921793427103048,0.1461321592106673,0.56412994423814389,0.48958502955271355,0.80530315094476901,2.3522299053341409,1.0523111624084414,1.2158626736607403,2.670673609681823e-06,1.5133528585250693,1.542485230755654,0.43288432747638733,0.13093089573085309,3.1330990336898314,0.39485135055147108
61,N2,61,AB,2,7,0.2360184642396469,0.23785111159086231,0.53967825537547465,0.31505967468224344,0.56535300777874942,0.069242156805330288,54.117989857969022,19,2,2.0921793427103048,0.1461321592106673,0.56412994423814389,0.48958502955271355,0.80530315094476901,2.3522299053341409,1.0523111624084414,1.2158626736607403,2.670673609681823e-06,1.5133528585250693,1.542485230755654,0.43288432747638733,0.13093089573085309,3.1330990336898314,0.39485135055147108
62,N2,62,AB,2,8,0.2360184642396469,0.23785111159086231,0.53967825537547465,0.31505967468224344,0.56535300777874942,0.069242156805330288,54.117989857969022,58,3,2.0921793427103048,0.1461321592106673,0.56412994423814389,0.48958502955271355,0.80530315094476901,2.3522299053341409,1.0523111624084414,1.2158626736607403,2.670673609681823e-06,1.5133528585250693,1.542485230755654,0.43288432747638733,0.13093089573085309,3.1330990336898314,0.39485135055147108
