row_id,condition,cond_row_id,matrix,base_idx,param_j,f_cl_i,f_cl_v,E_m_v,L_hat,gamma_s,loop_net_K_rec,loop_net_w_c,loop_net_chi
29,I300,29,AB,2,7,0.053052818775177008,0.67880855808034535,0.74551762478727079,6.3947488043803249,1.9762225588086979,0.004553971044956146,4.3641036660564358,1.8019148898117205
30,I300,30,A,3,-1,0.17927137203514576,0.29774443320930005,0.53323007243811682,406.26148278187054,2.1531924242106815,2.4673251779263248e-06,24.57154253649178,2.3686043491413344
31,I300,31,B,3,-1,0.21299677565693859,0.2619667754508555,0.71811338204483066,182.90765626139927,1.7914591425047302,0.0017108445718567438,8.0271524203763658,54.701493617143377
32,I300,32,AB,3,0,0.21299677565693859,0.29774443320930005,0.53323007243811682,406.26148278187054,2.1531924242106815,2.4673251779263248e-06,24.57154253649178,2.3686043491413344
33,I300,33,AB,3,1,0.17927137203514576,0.2619667754508555,0.53323007243811682,406.26148278187054,2.1531924242106815,2.4673251779263248e-06,24.57154253649178,2.3686043491413344
34,I300,34,AB,3,2,0.17927137203514576,0.29774443320930005,0.71811338204483066,406.26148278187054,2.1531924242106815,2.4673251779263248e-06,24.57154253649178,2.3686043491413344
35,I300,35,AB,3,3,0.17927137203514576,0.29774443320930005,0.53323007243811682,182.90765626139927,2.1531924242106815,2.4673251779263248e-06,24.57154253649178,2.3686043491413344
36,I300,36,AB,3,4,0.17927137203514576,0.29774443320930005,0.53323007243811682,406.26148278187054,1.7914591425047302,2.4673251779263248e-06,24.57154253649178,2.3686043491413344
37,I300,37,AB,3,5,0.17927137203514576,0.29774443320930005,0.53323007243811682,406.26148278187054,2.1531924242106815,0.0017108445718567438,24.57154253649178,2.3686043491413344
38,I300,38,AB,3,6,0.17927137203514576,0.29774443320930005,0.53323007243811682,406.26148278187054,2.1531924242106815,2.4673251779263248e-06,8.0271524203763658,2.3686043491413344
39,I300,39,AB,3,7,0.17927137203514576,0.29774443320930005,0.53323007243811682,406.26148278187054,2.1531924242106815,2.4673251779263248e-06,24.57154253649178,54.701493617143377
40,I300,40,A,4,-1,0.15698541272431613,0.59960353868082161,0.67700483320582427,158.76725859916391,2.1630615357439913,2.462314142417719e-05,13.219502588630405,12.583056136494056
41,I300,41,B,4,-1,0.069498343020677575,0.50245016794651742,0.58854581009706641,359.70891437808166,2.1591932629966801,0.00072035451251975557,5.0553930495060637,34.341389667820494
42,I300,42,AB,4,0,0.069498343020677575,0.59960353868082161,0.67700483320582427,158.76725859916391,2.1630615357439913,2.462314142417719e-05,13.219502588630405,12.583056136494056
43,I300,43,AB,4,1,0.15698541272431613,0.50245016794651742,0.67700483320582427,158.76725859916391,2.1630615357439913,2.462314142417719e-05,13.219502588630405,12.583056136494056
44,I300,44,AB,4,2,0.15698541272431613,0.59960353868082161,0.58854581009706641,158.76725859916391,2.1630615357439913,2.462314142417719e-05,13.219502588630405,12.583056136494056
45,I300,45,AB,4,3,0.15698541272431613,0.59960353868082161,0.67700483320582427,359.70891437808166,2.1630615357439913,2.462314142417719e-05,13.219502588630405,12.583056136494056
46,I300,46,AB,4,4,0.15698541272431613,0.59960353868082161,0.67700483320582427,158.76725859916391,2.1591932629966801,2.462314142417719e-05,13.219502588630405,12.583056136494056
47,I300,47,AB,4,5,0.15698541272431613,0.59960353868082161,0.67700483320582427,158.76725859916391,2.1630615357439913,0.00072035451251975557,13.219502588630405,12.583056136494056
48,I300,48,AB,4,6,0.15698541272431613,0.59960353868082161,0.67700483320582427,158.76725859916391,2.1630615357439913,2.462314142417719e-05,5.0553930495060637,12.583056136494056
49,I300,49,AB,4,7,0.15698541272431613,0.59960353868082161,0.67700483320582427,158.76725859916391,2.1630615357439913,2.462314142417719e-05,13.219502588630405,34.341389667820494
50,I300,50,A,5,-1,0.086276332102715972,0.2228671431541443,0.76309142716401002,11.236164509236559,1.9349432216041953,0.00045641230317933093,28.135211009534281,1.3975909787747709
51,I300,51,B,5,-1,0.24401455111801623,0.44694952368736263,0.73143520281641461,3.5052103253535489,1.8623806006866135,1.0240151733897264e-06,25.839980007421197,1.0653454997907874
52,I300,52,AB,5,0,0.24401455111801623,0.2228671431541443,0.76309142716401002,11.236164509236559,1.9349432216041953,0.00045641230317933093,28.135211009534281,1.3975909787747709
53,I300,53,AB,5,1,0.086276332102715972,0.44694952368736263,0.76309142716401002,11.236164509236559,1.9349432216041953,0.00045641230317933093,28.135211009534281,1.3975909787747709
54,I300,54,AB,5,2,0.086276332102715972,0.2228671431541443,0.73143520281641461,11.236164509236559,1.9349432216041953,0.00045641230317933093,28.135211009534281,1.3975909787747709
55,I300,55,AB,5,3,0.086276332102715972,0.2228671431541443,0.76309142716401002,3.5052103253535489,1.9349432216041953,0.00045641230317933093,28.135211009534281,1.3975909787747709
56,I300,56,AB,5,4,0.086276332102715972,0.2228671431541443,0.76309142716401002,11.236164509236559,1.8623806006866135,0.00045641230317933093,28.135211009534281,1.3975909787747709
57,I300,57,AB,5,5,0.086276332102715972,0.2228671431541443,0.76309142716401002,11.236164509236559,1.9349432216041953,1.0240151733897264e-06,28.135211009534281,1.3975909787747709
58,I300,58,AB,5,6,0.086276332102715972,0.2228671431541443,0.76309142716401002,11.236164509236559,1.9349432216041953,0.00045641230317933093,25.839980007421197,1.3975909787747709
59,I300,59,AB,5,7,0.086276332102715972,0.2228671431541443,0.76309142716401002,11.236164509236559,1.9349432216041953,0.00045641230317933093,28.135211009534281,1.0653454997907874
60,I300,60,A,6,-1,0.14254161566495896,0.49340450279414649,0.58489774316631116,1429.215929710022,1.8551155216907982,0.0015026884912578554,1.3135646881201724,2.7875266820334859
61,I300,61,B,6,-1,0.19072890300303696,0.28370709978044034,0.76518959808671883,20.141998267900775,2.0261865302844773,0.0043448985981931832,58.450679602926058,8.8805331765246791
62,I300,62,AB,6,0,0.19072890300303696,0.49340450279414649,0.58489774316631116,1429.215929710022,1.8551155216907982,0.0015026884912578554,1.3135646881201724,2.7875266820334859
63,I300,63,AB,6,1,0.14254161566495896,0.28370709978044034,0.58489774316631116,1429.215929710022,1.8551155216907982,0.0015026884912578554,1.3135646881201724,2.7875266820334859
64,I300,64,AB,6,2,0.14254161566495896,0.49340450279414649,0.76518959808671883,1429.215929710022,1.8551155216907982,0.0015026884912578554,1.3135646881201724,2.7875266820334859
65,I300,65,AB,6,3,0.14254161566495896,0.49340450279414649,0.58489774316631116,20.141998267900775,1.8551155216907982,0.0015026884912578554,1.3135646881201724,2.7875266820334859
66,I300,66,AB,6,4,0.14254161566495896,0.49340450279414649,0.58489774316631116,1429.215929710022,2.0261865302844773,0.0015026884912578554,1.3135646881201724,2.7875266820334859
67,I300,67,AB,6,5,0.14254161566495896,0.49340450279414649,0.58489774316631116,1429.215929710022,1.8551155216907982,0.0043448985981931832,1.3135646881201724,2.7875266820334859
68,I300,68,AB,6,6,0.14254161566495896,0.49340450279414649,0.58489774316631116,1429.215929710022,1.8551155216907982,0.0015026884912578554,58.450679602926058,2.7875266820334859
69,I300,69,AB,6,7,0.14254161566495896,0.49340450279414649,0.58489774316631116,1429.215929710022,1.8551155216907982,0.0015026884912578554,1.3135646881201724,8.8805331765246791
70,I300,70,A,7,-1,0.2132200811058283,0.35836306521669026,0.70930194145182746,90.784500133438144,2.0300214152345091,7.6104144388003895e-06,75.100264202123824,25.553242093475848
71,I300,71,B,7,-1,0.11602034252136946,0.60320767927914853,0.61550403048424696,2011.982025929904,1.9660079514494981,3.0090089014023493e-05,1.6353990202520206,3.9812925909655319
72,I300,72,AB,7,0,0.11602034252136946,0.35836306521669026,0.70930194145182746,90.784500133438144,2.0300214152345091,7.6104144388003895e-06,75.100264202123824,25.553242093475848
73,I300,73,AB,7,1,0.2132200811058283,0.60320767927914853,0.70930194145182746,90.784500133438144,2.0300214152345091,7.6104144388003895e-06,75.100264202123824,25.553242093475848
74,I300,74,AB,7,2,0.2132200811058283,0.35836306521669026,0.61550403048424696,90.784500133438144,2.0300214152345091,7.6104144388003895e-06,75.100264202123824,25.553242093475848
75,I300,75,AB,7,3,0.2132200811058283,0.35836306521669026,0.70930194145182746,2011.982025929904,2.0300214152345091,7.6104144388003895e-06,75.100264202123824,25.553242093475848
76,I300,76,AB,7,4,0.2132200811058283,0.35836306521669026,0.70930194145182746,90.784500133438144,1.9660079514494981,7.6104144388003895e-06,75.100264202123824,25.553242093475848
77,I300,77,AB,7,5,0.2132200811058283,0.35836306521669026,0.70930194145182746,90.784500133438144,2.0300214152345091,3.0090089014023493e-05,75.100264202123824,25.553242093475848
78,I300,78,AB,7,6,0.2132200811058283,0.35836306521669026,0.70930194145182746,90.784500133438144,2.0300214152345091,7.6104144388003895e-06,1.6353990202520206,25.553242093475848
79,I300,79,AB,7,7,0.2132200811058283,0.35836306521669026,0.70930194145182746,90.784500133438144,2.0300214152345091,7.6104144388003895e-06,75.100264202123824,3.9812925909655319
80,I300,80,A,8,-1,0.20131737589836124,0.66218355093151327,0.59171205217677258,13.32509365694612,1.78385392935638,1.3897360453233739e-06,7.4246581177121325,8.5762305958766163
81,I300,81,B,8,-1,0.057428083941340448,0.21114857383072377,0.62939660995562186,695.70178111097448,1.8778965926692908,0.0090779392322746857,33.129218437053062,23.74950964103332
82,I300,82,AB,8,0,0.057428083941340448,0.66218355093151327,0.59171205217677258,13.32509365694612,1.78385392935638,1.3897360453233739e-06,7.4246581177121325,8.5762305958766163
83,I300,83,AB,8,1,0.20131737589836124,0.21114857383072377,0.59171205217677258,13.32509365694612,1.78385392935638,1.3897360453233739e-06,7.4246581177121325,8.5762305958766163
84,I300,84,AB,8,2,0.20131737589836124,0.66218355093151327,0.62939660995562186,13.32509365694612,1.78385392935638,1.3897360453233739e-06,7.4246581177121325,8.5762305958766163
85,I300,85,AB,8,3,0.20131737589836124,0.66218355093151327,0.59171205217677258,695.70178111097448,1.78385392935638,1.3897360453233739e-06,7.4246581177121325,8.5762305958766163
86,I300,86,AB,8,4,0.20131737589836124,0.66218355093151327,0.59171205217677258,13.32509365694612,1.8778965926692908,1.3897360453233739e-06,7.4246581177121325,8.5762305958766163
87,I300,87,AB,8,5,0.20131737589836124,0.66218355093151327,0.59171205217677258,13.32509365694612,1.78385392935638,0.0090779392322746857,7.4246581177121325,8.5762305958766163
88,I300,88,AB,8,6,0.20131737589836124,0.66218355093151327,0.59171205217677258,13.32509365694612,1.78385392935638,1.3897360453233739e-06,33.129218437053062,8.5762305958766163
89,I300,89,AB,8,7,0.20131737589836124,0.66218355093151327,0.59171205217677258,13.32509365694612,1.78385392935638,1.3897360453233739e-06,7.4246581177121325,23.74950964103332
90,I300,90,A,9,-1,0.13061618991196156,0.28507327130064369,0.69208250487554313,211.09604930231066,2.0924774418697631,0.0080911977369570714,50.354604273002046,1.2291097927551051
91,I300,91,B,9,-1,0.23213366717100142,0.63969585094600911,0.79952820280995374,70.910539108300625,2.1042013304081664,1.4866535915457082e-05,12.609437611181113,1.4889965534861074
92,I300,92,AB,9,0,0.23213366717100142,0.28507327130064369,0.69208250487554313,211.09604930231066,2.0924774418697631,0.0080911977369570714,50.354604273002046,1.2291097927551051
93,I300,93,AB,9,1,0.13061618991196156,0.63969585094600911,0.69208250487554313,211.09604930231066,2.0924774418697631,0.0080911977369570714,50.354604273002046,1.2291097927551051
94,I300,94,AB,9,2,0.13061618991196156,0.28507327130064369,0.79952820280995374,211.09604930231066,2.0924774418697631,0.0080911977369570714,50.354604273002046,1.2291097927551051
95,I300,95,AB,9,3,0.13061618991196156,0.28507327130064369,0.69208250487554313,70.910539108300625,2.0924774418697631,0.0080911977369570714,50.354604273002046,1.2291097927551051
96,I300,96,AB,9,4,0.13061618991196156,0.28507327130064369,0.69208250487554313,211.09604930231066,2.1042013304081664,0.0080911977369570714,50.354604273002046,1.2291097927551051
97,I300,97,AB,9,5,0.13061618991196156,0.28507327130064369,0.69208250487554313,211.09604930231066,2.0924774418697631,1.4866535915457082e-05,50.354604273002046,1.2291097927551051
98,I300,98,AB,9,6,0.13061618991196156,0.28507327130064369,0.69208250487554313,211.09604930231066,2.0924774418697631,0.0080911977369570714,12.609437611181113,1.2291097927551051
99,I300,99,AB,9,7,0.13061618991196156,0.28507327130064369,0.69208250487554313,211.09604930231066,2.0924774418697631,0.0080911977369570714,50.354604273002046,1.4889965534861074
100,I300,100,A,10,-1,0.099351096339523798,0.55548860533162947,0.65363657951886556,49.399739168257852,2.1169663783574042,0.00026895439467597036,1.430674740046959,4.0902458204392644
101,I300,101,B,10,-1,0.179166260920465,0.55489141102880235,0.75860686259316534,12.552967578600503,1.9948339738115084,0.00035831276512453844,2.1056807186027688,10.598668375866101
102,I300,102,AB,10,0,0.179166260920465,0.55548860533162947,0.65363657951886556,49.399739168257852,2.1169663783574042,0.00026895439467597036,1.430674740046959,4.0902458204392644
103,I300,103,AB,10,1,0.099351096339523798,0.55489141102880235,0.65363657951886556,49.399739168257852,2.1169663783574042,0.00026895439467597036,1.430674740046959,4.0902458204392644
104,I300,104,AB,10,2,0.099351096339523798,0.55548860533162947,0.75860686259316534,49.399739168257852,2.1169663783574042,0.00026895439467597036,1.430674740046959,4.0902458204392644
105,I300,105,AB,10,3,0.099351096339523798,0.55548860533162947,0.65363657951886556,12.552967578600503,2.1169663783574042,0.00026895439467597036,1.430674740046959,4.0902458204392644
106,I300,106,AB,10,4,0.099351096339523798,0.55548860533162947,0.65363657951886556,49.399739168257852,1.9948339738115084,0.00026895439467597036,1.430674740046959,4.0902458204392644
107,I300,107,AB,10,5,0.099351096339523798,0.55548860533162947,0.65363657951886556,49.399739168257852,2.1169663783574042,0.00035831276512453844,1.430674740046959,4.0902458204392644
108,I300,108,AB,10,6,0.099351096339523798,0.55548860533162947,0.65363657951886556,49.399739168257852,2.1169663783574042,0.00026895439467597036,2.1056807186027688,4.0902458204392644
109,I300,109,AB,10,7,0.099351096339523798,0.55548860533162947,0.65363657951886556,49.399739168257852,2.1169663783574042,0.00026895439467597036,1.430674740046959,10.598668375866101
110,I300,110,A,11,-1,0.17008251752704384,0.42106510307639833,0.81809100768522514,702.48488296688595,1.9891488432676205,4.2592314298733911e-05,69.311044895435629,29.05869443080196
111,I300,111,B,11,-1,0.10465913955122233,0.35843794122338291,0.60360158968188893,126.52623053058566,2.0128964920243146,2.1443248588626155e-06,145.66519444861768,3.451213406157529
112,I300,112,AB,11,0,0.10465913955122233,0.42106510307639833,0.81809100768522514,702.48488296688595,1.9891488432676205,4.2592314298733911e-05,69.311044895435629,29.05869443080196
113,I300,113,AB,11,1,0.17008251752704384,0.35843794122338291,0.81809100768522514,702.48488296688595,1.9891488432676205,4.2592314298733911e-05,69.311044895435629,29.05869443080196
114,I300,114,AB,11,2,0.17008251752704384,0.42106510307639833,0.60360158968188893,702.48488296688595,1.9891488432676205,4.2592314298733911e-05,69.311044895435629,29.05869443080196
115,I300,115,AB,11,3,0.17008251752704384,0.42106510307639833,0.81809100768522514,126.52623053058566,1.9891488432676205,4.2592314298733911e-05,69.311044895435629,29.05869443080196
116,I300,116,AB,11,4,0.17008251752704384,0.42106510307639833,0.81809100768522514,702.48488296688595,2.0128964920243146,4.2592314298733911e-05,69.311044895435629,29.05869443080196
117,I300,117,AB,11,5,0.17008251752704384,0.42106510307639833,0.81809100768522514,702.48488296688595,1.9891488432676205,2.1443248588626155e-06,69.311044895435629,29.05869443080196
118,I300,118,AB,11,6,0.17008251752704384,0.42106510307639833,0.81809100768522514,702.48488296688595,1.9891488432676205,4.2592314298733911e-05,145.66519444861768,29.05869443080196
119,I300,119,AB,11,7,0.17008251752704384,0.42106510307639833,0.81809100768522514,702.48488296688595,1.9891488432676205,4.2592314298733911e-05,69.311044895435629,3.451213406157529
120,I300,120,A,12,-1,0.19078366607427599,0.48073247661814089,0.73389017744292129,2903.5525501885827,1.9115030015955572,4.2688775200364467e-06,2.4225546145277232,6.9353024059148156
121,I300,121,B,12,-1,0.16064848843961954,0.6150267629884183,0.69443689352907512,586.15976987455622,1.9450215400242374,5.0917051964170794e-05,91.62058465124791,5.4783879329188423
122,I300,122,AB,12,0,0.16064848843961954,0.48073247661814089,0.73389017744292129,2903.5525501885827,1.9115030015955572,4.2688775200364467e-06,2.4225546145277232,6.9353024059148156
123,I300,123,AB,12,1,0.19078366607427599,0.6150267629884183,0.73389017744292129,2903.5525501885827,1.9115030015955572,4.2688775200364467e-06,2.4225546145277232,6.9353024059148156
124,I300,124,AB,12,2,0.19078366607427599,0.48073247661814089,0.69443689352907512,2903.5525501885827,1.9115030015955572,4.2688775200364467e-06,2.4225546145277232,6.9353024059148156
125,I300,125,AB,12,3,0.19078366607427599,0.48073247661814089,0.73389017744292129,586.15976987455622,1.9115030015955572,4.2688775200364467e-06,2.4225546145277232,6.9353024059148156
126,I300,126,AB,12,4,0.19078366607427599,0.48073247661814089,0.73389017744292129,2903.5525501885827,1.9450215400242374,4.2688775200364467e-06,2.4225546145277232,6.9353024059148156
127,I300,127,AB,12,5,0.19078366607427599,0.48073247661814089,0.73389017744292129,2903.5525501885827,1.9115030015955572,5.0917051964170794e-05,2.4225546145277232,6.9353024059148156
128,I300,128,AB,12,6,0.19078366607427599,0.48073247661814089,0.73389017744292129,2903.5525501885827,1.9115030015955572,4.2688775200364467e-06,91.62058465124791,6.9353024059148156
129,I300,129,AB,12,7,0.19078366607427599,0.48073247661814089,0.73389017744292129,2903.5525501885827,1.9115030015955572,4.2688775200364467e-06,2.4225546145277232,5.4783879329188423
130,I300,130,A,13,-1,0.06458740569651128,0.34173701498657461,0.53916642360368117,45.995675449128314,2.2413705244699309,0.0026828551817983273,166.88964241775105,49.271315538658335
131,I300,131,B,13,-1,0.13516478892415762,0.295374817494303,0.53043186612965743,6.4059485022185001,2.06471187704576,0.0026865451343666882,1.2066604525542199,18.006828592166073
132,I300,132,AB,13,0,0.13516478892415762,0.34173701498657461,0.53916642360368117,45.995675449128314,2.2413705244699309,0.0026828551817983273,166.88964241775105,49.271315538658335
133,I300,133,AB,13,1,0.06458740569651128,0.295374817494303,0.53916642360368117,45.995675449128314,2.2413705244699309,0.0026828551817983273,166.88964241775105,49.271315538658335
134,I300,134,AB,13,2,0.06458740569651128,0.34173701498657461,0.53043186612965743,45.995675449128314,2.2413705244699309,0.0026828551817983273,166.88964241775105,49.271315538658335
135,I300,135,AB,13,3,0.06458740569651128,0.34173701498657461,0.53916642360368117,6.4059485022185001,2.2413705244699309,0.0026828551817983273,166.88964241775105,49.271315538658335
136,I300,136,AB,13,4,0.06458740569651128,0.34173701498657461,0.53916642360368117,45.995675449128314,2.06471187704576,0.0026828551817983273,166.88964241775105,49.271315538658335
137,I300,137,AB,13,5,0.06458740569651128,0.34173701498657461,0.53916642360368117,45.995675449128314,2.2413705244699309,0.0026865451343666882,166.88964241775105,49.271315538658335
138,I300,138,AB,13,6,0.06458740569651128,0.34173701498657461,0.53916642360368117,45.995675449128314,2.2413705244699309,0.0026828551817983273,1.2066604525542199,49.271315538658335
139,I300,139,AB,13,7,0.06458740569651128,0.34173701498657461,0.53916642360368117,45.995675449128314,2.2413705244699309,0.0026828551817983273,166.88964241775105,18.006828592166073
140,I300,140,A,14,-1,0.10837114322930574,0.61624362673610444,0.93780041474033704,348.51476756383141,2.002967454171499,0.00080732644592025604,6.6187643029172731,14.534411444590081
141,I300,141,B,14,-1,0.076142697036266332,0.39628491671755905,0.65579379696155782,36.316269007217699,1.8065511899436901,6.2745713272390893e-06,5.3033935100081724,2.7721250545973843
142,I300,142,AB,14,0,0.076142697036266332,0.61624362673610444,0.93780041474033704,348.51476756383141,2.002967454171499,0.00080732644592025604,6.6187643029172731,14.534411444590081
143,I300,143,AB,14,1,0.10837114322930574,0.39628491671755905,0.93780041474033704,348.51476756383141,2.002967454171499,0.00080732644592025604,6.6187643029172731,14.534411444590081
144,I300,144,AB,14,2,0.10837114322930574,0.61624362673610444,0.65579379696155782,348.51476756383141,2.002967454171499,0.00080732644592025604,6.6187643029172731,14.534411444590081
145,I300,145,AB,14,3,0.10837114322930574,0.61624362673610444,0.93780041474033704,36.316269007217699,2.002967454171499,0.00080732644592025604,6.6187643029172731,14.534411444590081
146,I300,146,AB,14,4,0.10837114322930574,0.61624362673610444,0.93780041474033704,348.51476756383141,1.8065511899436901,0.00080732644592025604,6.6187643029172731,14.534411444590081
147,I300,147,AB,14,5,0.10837114322930574,0.61624362673610444,0.93780041474033704,348.51476756383141,2.002967454171499,6.2745713272390893e-06,6.6187643029172731,14.534411444590081
148,I300,148,AB,14,6,0.10837114322930574,0.61624362673610444,0.93780041474033704,348.51476756383141,2.002967454171499,0.00080732644592025604,5.3033935100081724,14.534411444590081
149,I300,149,AB,14,7,0.10837114322930574,0.61624362673610444,0.93780041474033704,348.51476756383141,2.002967454171499,0.00080732644592025604,6.6187643029172731,2.7721250545973843
150,I300,150,A,15,-1,0.23449997659772637,0.235522751044482,0.61797072651592222,4.9562824528188605,1.878450874921286,1.3925516240741237e-05,16.285495961026985,2.0830016433908356
151,I300,151,B,15,-1,0.20143422894179824,0.45163175119087096,0.82062787333274656,3234.58035928659,2.1637106343814967,0.00012081208689325691,15.293751630613238,36.639056295416111
152,I300,152,AB,15,0,0.20143422894179824,0.235522751044482,0.61797072651592222,4.9562824528188605,1.878450874921286,1.3925516240741237e-05,16.285495961026985,2.0830016433908356
153,I300,153,AB,15,1,0.23449997659772637,0.45163175119087096,0.61797072651592222,4.9562824528188605,1.878450874921286,1.3925516240741237e-05,16.285495961026985,2.0830016433908356
154,I300,154,AB,15,2,0.23449997659772637,0.235522751044482,0.82062787333274656,4.9562824528188605,1.878450874921286,1.3925516240741237e-05,16.285495961026985,2.0830016433908356
155,I300,155,AB,15,3,0.23449997659772637,0.235522751044482,0.61797072651592222,3234.58035928659,1.878450874921286,1.3925516240741237e-05,16.285495961026985,2.0830016433908356
156,I300,156,AB,15,4,0.23449997659772637,0.235522751044482,0.61797072651592222,4.9562824528188605,2.1637106343814967,1.3925516240741237e-05,16.285495961026985,2.0830016433908356
157,I300,157,AB,15,5,0.23449997659772637,0.235522751044482,0.61797072651592222,4.9562824528188605,1.878450874921286,0.00012081208689325691,16.285495961026985,2.0830016433908356
158,I300,158,AB,15,6,0.23449997659772637,0.235522751044482,0.61797072651592222,4.9562824528188605,1.878450874921286,1.3925516240741237e-05,15.293751630613238,2.0830016433908356
159,I300,159,AB,15,7,0.23449997659772637,0.235522751044482,0.61797072651592222,4.9562824528188605,1.878450874921286,1.3925516240741237e-05,16.285495961026985,36.639056295416111
160,I350,0,A,0,-1,0.24798787254840138,0.54283201396465297,0.82689411287868297,23.004590734378471,2.0595056266755956,7.6275854743383613e-05,3.0975606392082473,4.7265964700643002
